"Record_number","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Country","Region","Site_name","Study_midyear","YearsOfData","Latitude","Longitude","Elevation","Manipulation","Manipulation_level","Age_ecosystem","Age_disturbance","Species","Biome","Ecosystem_type","Ecosystem_state","Leaf_habit","Stage","Soil_type","Soil_drainage","Soil_BD","Soil_CN","Soil_sand","Soil_silt","Soil_clay","MAT","MAP","PET","Study_temp","Study_precip","Meas_method","Meas_interval","Annual_coverage","Partition_method","Rs_annual","Rs_annual_err","Rs_interann_err","Rs_max","Rs_maxday","Rs_min","Rs_minday","Rlitter_annual","Ra_annual","Rh_annual","RC_annual","Rs_spring","Rs_summer","Rs_autumn","Rs_winter","Rs_growingseason","Rs_wet","Rs_dry","RC_seasonal","RC_season","Model_type","Temp_effect","Model_output_units","Model_temp_min","Model_temp_max","Model_N","Model_R2","T_depth","Model_paramA","Model_paramB","Model_paramC","Model_paramD","Model_paramE","WC_effect","R10","Q10_0_10","Q10_5_15","Q10_10_20","Q10_0_20","Q10_other1","Q10_other1_temp_min","Q10_other1_temp_max","Q10_other2","Q10_other2_temp_min","Q10_other2_temp_max","GPP","ER","NEP","NPP","ANPP","BNPP","NPP_FR","TBCA","Litter_flux","Rootlitter_flux","TotDet_flux","Ndep","LAI","BA","C_veg_total","C_AG","C_BG","C_CR","C_FR","C_litter","C_soilmineral","C_soildepth","Notes","Lat_Adj","Long_Adj","Lat_Round","Long_Round","MAP_Del","MAT_Del","PAnnual_Del","TAnnual_Del","Year","PRECIP_SD","TAIR_SD","SPI"
3875,"00:00.0",5327,"Sheng",NA,"","BBL","China","Fujian","TSEB",2006,1,27.03333333,118.1333333,410,"None","",20,20,"Schima superba; Lithocarpus glaber; Rhus chinensis","Subtropical","Forest","Unmanaged","Evergreen","Aggrading","Red soil (hapludult)","Dry",1.09,NA,NA,NA,NA,18.7,1664,1466,NA,NA,"IRGA",30,1,"",1359,87,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",8,28,NA,0.7908,5,18.989,0.0996,0,NA,NA,"Positive",1.190078616,NA,NA,2.707430418,NA,2.707430418,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.5,NA,3351,NA,"",-0.033,-0.133,27.25,118.25,1754.03,17.13,2177.6,17.38,2006,322.229,0.354,1.314
3876,"00:00.0",5327,"Sheng",NA,"","BBL","China","Fujian","TSEB",2006,1,27.03333333,118.1333333,410,"None","",20,20,"Cunninhamia laceolata","Subtropical","Forest","Managed","Evergreen","Aggrading","Red soil (hapludult)","Dry",1.08,NA,NA,NA,NA,18.7,1664,1466,NA,NA,"IRGA",30,1,"",997,95,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",8,28,NA,0.7629,5,17.031,0.0907,0,NA,NA,"Positive",0.976475828,NA,NA,2.476880734,NA,2.476880734,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.5,NA,3746,NA,"",-0.033,-0.133,27.25,118.25,1754.03,17.13,2177.6,17.38,2006,322.229,0.354,1.314
3877,"00:00.0",5327,"Sheng",NA,"","BBL","China","Fujian","TSEB",2006,1,27.03333333,118.1333333,410,"None","",20,20,"Schima superba","Subtropical","Forest","Managed","Evergreen","Aggrading","Red soil (hapludult)","Dry",1.1,NA,NA,NA,NA,18.7,1664,1466,NA,NA,"IRGA",30,1,"",996,91,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",9,29,NA,0.6998,5,17.468,0.0895,0,NA,NA,"Positive",0.989584759,NA,NA,2.447335789,NA,2.447335789,9,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.5,NA,3541,NA,"",-0.033,-0.133,27.25,118.25,1754.03,17.13,2177.6,17.38,2006,322.229,0.354,1.314
3880,"00:00.0",5327,"Sheng",NA,"","BBL","China","Fujian","Wanmulin Nature Reserve",2007,1,27.03333333,118.1333333,410,"None","",500,500,"Altingia gralilipes; Castanopsis carlesii; Schima superba; Cinnamomum chekiangense","Subtropical","Forest","Natural","Evergreen","Mature","Red soil (hapludult)","Dry",0.94,NA,NA,NA,NA,18.7,1664,1466,NA,NA,"IRGA",30,1,"",1771,220,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",5,30,NA,0.6407,5,49.259,0.0743,0,NA,NA,"Positive",2.39708064,NA,2.102232762,2.102232762,NA,2.102232762,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,266,NA,6826,NA,"",-0.033,-0.133,27.25,118.25,1754.03,17.13,1480.4,17.67,2007,322.229,0.354,-0.849
3881,"00:00.0",5327,"Sheng",NA,"","BBL","China","Fujian","TSEB",2007,1,27.03333333,118.1333333,410,"None","",20,20,"Schima superba; Lithocarpus glaber; Rhus chinensis","Subtropical","Forest","Unmanaged","Evergreen","Aggrading","Red soil (hapludult)","Dry",1.09,NA,NA,NA,NA,18.7,1664,1466,NA,NA,"IRGA",30,1,"",1211,83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",8,28,NA,0.7908,5,18.989,0.0996,0,NA,NA,"Positive",1.190078616,NA,NA,2.707430418,NA,2.707430418,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.5,NA,3351,NA,"",-0.033,-0.133,27.25,118.25,1754.03,17.13,1480.4,17.67,2007,322.229,0.354,-0.849
3882,"00:00.0",5327,"Sheng",NA,"","BBL","China","Fujian","TSEB",2007,1,27.03333333,118.1333333,410,"None","",20,20,"Cunninhamia laceolata","Subtropical","Forest","Managed","Evergreen","Aggrading","Red soil (hapludult)","Dry",1.08,NA,NA,NA,NA,18.7,1664,1466,NA,NA,"IRGA",30,1,"",954,110,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",8,28,NA,0.7629,5,17.031,0.0907,0,NA,NA,"Positive",0.976475828,NA,NA,2.476880734,NA,2.476880734,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.5,NA,3746,NA,"",-0.033,-0.133,27.25,118.25,1754.03,17.13,1480.4,17.67,2007,322.229,0.354,-0.849
3883,"00:00.0",5327,"Sheng",NA,"","BBL","China","Fujian","TSEB",2007,1,27.03333333,118.1333333,410,"None","",20,20,"Schima superba","Subtropical","Forest","Managed","Evergreen","Aggrading","Red soil (hapludult)","Dry",1.1,NA,NA,NA,NA,18.7,1664,1466,NA,NA,"IRGA",30,1,"",999,87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",9,29,NA,0.6998,5,17.468,0.0895,0,NA,NA,"Positive",0.989584759,NA,NA,2.447335789,NA,2.447335789,9,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.5,NA,3541,NA,"",-0.033,-0.133,27.25,118.25,1754.03,17.13,1480.4,17.67,2007,322.229,0.354,-0.849
4229,"00:00.0",5385,"Kim",NA,"","BBL","South Korea","Kyung-Gi","Gwangneung Experimental Forest",2002.5,1,37.73333333,127.15,330,"None","",NA,140,"Quercus acutissim;, Acer palmatum; Fraxinus rhynchophylla","Temperate","Forest","Natural","Deciduous","Mature","","Dry",NA,31.1,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",21,1,"",1258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",-2,22,NA,0.71,10,0.087,0.136,0,NA,NA,"",2.139954654,3.896193302,3.896193302,3.896193302,3.896193302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,58.7,NA,NA,683.15,NA,190.45,NA,NA,NA,"",0.267,-0.15,37.75,127.25,1470.91,9.38,1945.8,9.26,2003,272.708,0.536,1.741
4230,"00:00.0",5385,"Kim",NA,"","BBL","South Korea","Kyung-Gi","Gwangneung Experimental Forest",2002.5,1,37.75,127.15,340,"None","",NA,75,"Pinus koraiensis","Temperate","Forest","Natural","Evergreen","Mature","","Dry",NA,30.2,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",21,1,"",971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",-2,22,NA,0.61,10,0.092,0.125,0,NA,NA,"",2.027219394,3.490342957,3.490342957,3.490342957,3.490342957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,59.3,NA,NA,130.8,NA,60.5,NA,NA,NA,"",0.25,-0.15,37.75,127.25,1470.91,9.38,1945.8,9.26,2003,272.708,0.536,1.741
4231,"00:00.0",5385,"Kim",NA,"","BBL","South Korea","Kyung-Gi","Gwangneung Experimental Forest",2002.5,1,37.75,127.15,320,"None","",NA,75,"Acer palmatum; Quercus acutissima; Pinus koraiensis","Temperate","Forest","Natural","Mixed","Mature","","Dry",NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,"IRGA",21,1,"",1060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","g CO2/m2/hr",-2,22,NA,0.71,10,0.069,0.134,0,NA,NA,"",1.663598497,3.819043505,3.819043505,3.819043505,3.819043505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,70.4,NA,NA,405.3,NA,170.75,NA,NA,NA,"",0.25,-0.15,37.75,127.25,1470.91,9.38,1945.8,9.26,2003,272.708,0.536,1.741
4125,"00:00.0",5436,"Wang",NA,"","BBL","USA","Virginia","Blady Experimental Farm",2004.5,3,39.15,-78.1,NA,"None","",NA,3,"Solidago spp.","Temperate","Forest","Unmanaged","Deciduous","Aggrading","Ultisol (silt loam)","Dry",NA,NA,NA,NA,NA,11.8,940,NA,NA,NA,"IRGA",21,1,"",1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,5.94,2.64,0.91,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,25,NA,NA,2,1.39,0.07,0,NA,NA,"None",2.799,1.96,1.96,1.96,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,431,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.15,0.1,39.25,-78.25,958.72,12.36,1127.4,12.36,2005,162.727,0.597,1.037
4126,"00:00.0",5436,"Wang",NA,"","BBL","USA","Virginia","Blady Experimental Farm",2005.5,1.5,39.15,-78.1,NA,"None","",NA,5,"Carduus spp.; Solidago spp.","Temperate","Forest","Unmanaged","Deciduous","Aggrading","Ultisol (silt loam)","Dry",NA,NA,NA,NA,NA,11.8,940,NA,NA,NA,"IRGA",21,1,"",1093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,5.99,2.81,1.16,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,25,NA,NA,2,1.55,0.06,0,NA,NA,"Positive",2.824,1.85,1.85,1.85,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,277,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.15,0.1,39.25,-78.25,958.72,12.36,941.5,12.93,2006,162.727,0.597,-0.106
4127,"00:00.0",5436,"Wang",NA,"","BBL","USA","Virginia","Blady Experimental Farm",2004.5,3,39.15,-78.1,NA,"None","",NA,19,"Solidago spp.; Solanum carolinense; Rhamnus spp.; Celastrus spp.; Lonicera japonica; Rhus spp.; Robinia pseudo_acacia","Temperate","Forest","Unmanaged","Deciduous","Aggrading","Ultisol (silt loam)","Dry",NA,NA,NA,NA,NA,11.8,940,NA,NA,NA,"IRGA",21,1,"",1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24,6.46,2.78,0.85,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,25,NA,NA,2,1.24,0.08,0,NA,NA,"None",2.76,2.18,2.18,2.18,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,221,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.15,0.1,39.25,-78.25,958.72,12.36,1127.4,12.36,2005,162.727,0.597,1.037
4128,"00:00.0",5436,"Wang",NA,"","BBL","USA","Virginia","Blady Experimental Farm",2004.5,3,39.15,-78.1,NA,"None","",NA,20,"Solidago spp.; Rhamnaceae spp.; Maclura pomifera","Temperate","Forest","Unmanaged","Deciduous","Aggrading","Ultisol (silt loam)","Dry",NA,NA,NA,NA,NA,11.8,940,NA,NA,NA,"IRGA",21,1,"",1096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,2.62,0.89,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,25,NA,NA,2,1.47,0.07,0,NA,NA,"None",2.96,1.92,1.92,1.92,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,703,387,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.15,0.1,39.25,-78.25,958.72,12.36,1127.4,12.36,2005,162.727,0.597,1.037
4129,"00:00.0",5436,"Wang",NA,"","BBL","USA","Virginia","Blady Experimental Farm",2004.5,3,39.15,-78.1,NA,"None","",NA,90,"Quercus velutina; Quercus alba; Carya ovata; Liriodendron tulipifera; Prunus serotina; Acer rubrum; Asimina triloba","Temperate","Forest","Natural","Deciduous","Mature","Ultisol (silt loam)","Dry",NA,NA,NA,NA,NA,11.8,940,NA,NA,NA,"IRGA",21,1,"",1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,5.74,2.85,1.12,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,25,NA,NA,2,0.99,0.09,0,NA,NA,"None",2.435,2.29,2.29,2.29,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124,1296,549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.15,0.1,39.25,-78.25,958.72,12.36,1127.4,12.36,2005,162.727,0.597,1.037
4130,"00:00.0",5436,"Wang",NA,"","BBL","USA","Virginia","Blady Experimental Farm",2005.5,1.5,39.15,-78.1,NA,"None","",NA,80,"Quercus alba; Lindera benzoin; Rhamnaceae spp.","Temperate","Forest","Natural","Deciduous","Mature","Ultisol (silt loam)","Dry",NA,NA,NA,NA,NA,11.8,940,NA,NA,NA,"IRGA",21,1,"",1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,5.36,2.95,1.38,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",0,25,NA,NA,2,1.59,0.06,0,NA,NA,"Positive",2.897,1.87,1.87,1.87,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647,1005,492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.15,0.1,39.25,-78.25,958.72,12.36,941.5,12.93,2006,162.727,0.597,-0.106
3958,"00:00.0",5441,"Tian",NA,"","BBL","China","Hunan","Tianjiling Forestry Park",2006,1,28.10833333,113.025,100,"None","",NA,31,"Cinnamomum camphora","Subtropical","Forest","Unmanaged","Evergreen","Mature","Red clay soil","Dry",1.41,7.66,NA,NA,NA,17.2,1456,NA,NA,NA,"IRGA",NA,NA,"",989,NA,NA,6.165,209,0.233,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",3,30,NA,0.93,5,0.1598,0.1377,0,NA,NA,"Mixed",0.633286568,NA,3.962994792,3.962994792,NA,3.962994792,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.9,NA,NA,NA,"",-0.108,-0.025,28.25,113.25,1416.64,17.47,1314.8,18.28,2006,224.606,0.513,-0.453
3959,"00:00.0",5441,"Tian",NA,"","BBL","China","Hunan","Tianjiling Forestry Park",2006,1,28.10833333,113.025,100,"None","",NA,21,"Liquidambar formosana","Subtropical","Forest","Unmanaged","Evergreen","Mature","Red clay soil","Dry",1.59,8.42,NA,NA,NA,17.2,1456,NA,NA,NA,"IRGA",NA,NA,"",529,NA,NA,2.655,189,0.141,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",3,30,NA,0.93,5,0.2177,0.0962,0,NA,NA,"Mixed",0.569704593,NA,2.616925093,2.616925093,NA,2.616925093,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3,NA,NA,NA,"",-0.108,-0.025,28.25,113.25,1416.64,17.47,1314.8,18.28,2006,224.606,0.513,-0.453
4109,"00:00.0",5458,"Wang",NA,"","BBL","China","","Changbai Mountains Forest Ecosystem Research Station",2004,3,42.4,128.1,748,"None","",NA,180,"Pinus koraiensis; Fraximus mandshurica; Tilia amurensis","Temperate","Forest","Natural","Evergreen","Mature","","Dry",NA,11,NA,NA,NA,3.6,705,NA,NA,NA,"IRGA",21,1,"",935.4,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,20,22,0.837,5,3.239,0.102,10,NA,NA,"Mixed",3.239,NA,2.78,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.44345404,NA,NA,899,NA,NA,553.5,125.6,NA,"",-0.4,-0.1,42.25,128.25,764.26,1.76,752.9,2.98,2004,113.512,0.661,-0.1
4110,"00:00.0",5458,"Wang",NA,"","BBL","China","","Changbai Mountains Forest Ecosystem Research Station",2004,3,42.4,128.1,746,"None","",NA,60,"Betula platyphylla; Populus davidiana","Temperate","Forest","Unmanaged","Deciduous","Mature","","Dry",NA,10.2,NA,NA,NA,3.6,705,NA,NA,NA,"IRGA",21,1,"",1477.9,61.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.98,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,20,13,0.852,5,4.183,0.078,10,NA,NA,"Positive",4.183,NA,2.18,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.03522941,NA,NA,830.5,NA,NA,468,81.3,NA,"",-0.4,-0.1,42.25,128.25,764.26,1.76,752.9,2.98,2004,113.512,0.661,-0.1
4111,"00:00.0",5458,"Wang",NA,"","BBL","China","","Changbai Mountains Forest Ecosystem Research Station",2004,3,42.4,128.1,674,"None","",NA,15,"Larix olgensis","Temperate","Forest","Managed","Deciduous","Aggrading","","Dry",NA,11.8,NA,NA,NA,3.6,705,NA,NA,NA,"IRGA",21,1,"",830.7,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","umol CO2/m2/s",5,20,13,0.84,5,2.791,0.07,10,NA,NA,"Mixed",2.791,NA,2.02,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.78239046,NA,NA,453,NA,NA,1029,120.5,NA,"",-0.4,-0.1,42.25,128.25,764.26,1.76,752.9,2.98,2004,113.512,0.661,-0.1
4160,"00:00.0",5467,"Lee",NA,"Q01","BBL","South Korea","Gyeonggido","Gwangneung Forest",2005,1,37.75,127.167,NA,"None","",NA,65,"Abies holophylla","Temperate","Forest","Unmanaged","Evergreen","Mature","Inceptisols","Dry",1.05,NA,63.3,36,0.7,11.5,1505,NA,NA,1642,"IRGA",30,1,"",909,NA,51,7.26,195,0.2841,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",1,25,NA,0.97,12,44.07,0.15,0,NA,NA,"Mixed",1.246894175,4.48168907,4.48168907,4.48168907,4.48168907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,53,NA,NA,NA,NA,NA,780,4770,30,"",0.25,-0.167,37.75,127.25,1470.91,9.38,1494.5,8.48,2005,272.708,0.536,0.087
4161,"00:00.0",5467,"Lee",NA,"Q01","BBL","South Korea","Gyeonggido","Gwangneung Forest",2005,1,37.75,127.167,NA,"None","",NA,72,"Quercus serrata; Quercus variabilis; Quercus mongolica","Temperate","Forest","Natural","Evergreen","Mature","Inceptisols","Dry",1.12,NA,43.6,51.5,4.9,11.5,1505,NA,NA,1642,"IRGA",30,1,"",807,NA,56,7.26,195,0.2841,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",1,25,NA,0.93,12,56.63,0.13,0,NA,NA,"None",1.311819888,3.669296668,3.669296668,3.669296668,3.669296668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,28.2,NA,NA,NA,NA,NA,695,3270,30,"",0.25,-0.167,37.75,127.25,1470.91,9.38,1494.5,8.48,2005,272.708,0.536,0.087
4162,"00:00.0",5467,"Lee",NA,"Q01","BBL","South Korea","Gyeonggido","Gwangneung Forest",2006,1,37.75,127.167,NA,"None","",NA,65,"Abies holophylla","Temperate","Forest","Unmanaged","Evergreen","Mature","Inceptisols","Dry",1.05,NA,63.3,36,0.7,11.5,1505,NA,NA,1625,"IRGA",30,1,"",837,NA,NA,6.313,195,0.158,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",1,25,NA,0.94,12,43.33,0.13,0,NA,NA,"Mixed",1.003728691,3.669296668,3.669296668,3.669296668,3.669296668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,53,NA,NA,NA,NA,NA,780,4770,30,"",0.25,-0.167,37.75,127.25,1470.91,9.38,1711.2,9.43,2006,272.708,0.536,0.881
4163,"00:00.0",5467,"Lee",NA,"Q01","BBL","South Korea","Gyeonggido","Gwangneung Forest",2006,1,37.75,127.167,NA,"None","",NA,72,"Quercus serrata; Quercus variabilis; Quercus mongolica","Temperate","Forest","Natural","Evergreen","Mature","Inceptisols","Dry",1.12,NA,43.6,51.5,4.9,11.5,1505,NA,NA,1625,"IRGA",30,1,"",728,NA,NA,4.672,195,0.158,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg CO2/m2/hr",1,25,NA,0.91,12,50.77,0.12,0,NA,NA,"None",1.064156163,3.320116923,3.320116923,3.320116923,3.320116923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,28.2,NA,NA,NA,NA,NA,695,3270,30,"",0.25,-0.167,37.75,127.25,1470.91,9.38,1711.2,9.43,2006,272.708,0.536,0.881
4112,"00:00.0",5470,"Qi",NA,"","BBL","China","Inner Mongolia","Xilin River Basin",2005,1,43.5125,116.8272222,1343,"None","",NA,NA,"Stipa baicalensis","Boreal","Grassland","Natural","Deciduous","Mature","Chernozem (loam)","Dry",1.05,11,NA,NA,NA,-1.4,450,NA,NA,NA,"IRGA",21,1,"",299.24,NA,41.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.449,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",0,22,NA,0.635,10,47.564,0.0771,0,NA,NA,"Positive",0.649178665,2.1619271,2.1619271,2.1619271,2.1619271,2.1619271,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.487,0.173,43.75,116.75,314.92,1.93,330.2,2.13,2005,73.832,0.891,0.207
4113,"00:00.0",5470,"Qi",NA,"","BBL","China","Inner Mongolia","Xilin River Basin",2005,1,43.58888889,116.5541667,1130,"None","",NA,NA,"Stipa grandis","Boreal","Grassland","Natural","Deciduous","Mature","Chestnut soil (sandy loam)","Dry",1.12,10.1,NA,NA,NA,-1.4,450,NA,NA,NA,"IRGA",21,1,"",226.99,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24425,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",1,24,NA,0.73,5,16.776,0.1092,0,NA,NA,"Positive",0.315633299,2.980228573,2.980228573,2.980228573,2.980228573,2.980228573,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.411,0.446,43.75,116.75,314.92,1.93,330.2,2.13,2005,73.832,0.891,0.207
4114,"00:00.0",5470,"Qi",NA,"","BBL","China","Inner Mongolia","Xilin River Basin",2005,1,44.08666667,115.9044444,970,"None","",NA,NA,"Stipa kyrlovii","Boreal","Grassland","Natural","Deciduous","Mature","Light chestnut soil (sandy loam)","Dry",1.34,9.1,NA,NA,NA,-1.4,450,NA,NA,NA,"IRGA",21,1,"",131.55,NA,14.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60858,NA,NA,NA,"","Exponential, R=a exp(b(T-c))","Positive","mg C/m2/hr",2,30,NA,0.732,10,11.063,0.0877,0,NA,NA,"Positive",0.167878081,NA,2.403677846,2.403677846,NA,2.403677846,2,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-0.087,0.096,44.25,115.75,274.54,2.01,279.1,2.32,2005,67.52,0.989,0.068
